CSD,BORO,GRADE LEVEL,PROGRAM TYPE,"CORE SUBJECT 
(MS CORE and 
09-12 ONLY)","CORE COURSE 
(MS CORE and 
09-12 ONLY)","SERVICE CATEGORY
(0K-08 ONLY)",NUMBER OF STUDENTS / SEATS FILLED,NUMBER OF SECTIONS,AVERAGE CLASS SIZE
19,K,09-12,GEN ED,Science,Chemistry,-,311,13,23.9
19,K,09-12,GEN ED,Science,Physics,-,355,13,27.3
19,K,09-12,GEN ED,Science,Other Physical Sciences,-,157,7,22.4
19,K,09-12,GEN ED,Science,Other Science,-,1415,62,22.8
19,K,09-12,GEN ED,Social Studies,Global History,-,1854,72,25.8
19,K,09-12,GEN ED,Social Studies,United States History Accelerated,-,914,40,22.9
19,K,09-12,GEN ED,Social Studies,Participation in Government,-,480,20,24
19,K,09-12,GEN ED,Social Studies,Economics,-,104,5,20.8
19,K,09-12,GEN ED,Social Studies,Other Social Studies,-,119,6,19.8
19,K,09-12,CTT,English,MS English Core,-,147,6,24.5
19,K,09-12,CTT,English,English 9,-,454,19,23.9
19,K,09-12,CTT,English,English 10,-,413,14,29.5
19,K,09-12,CTT,English,English 11,-,419,16,26.2
19,K,09-12,CTT,English,English 12,-,238,9,26.4
19,K,09-12,CTT,English,Other English,-,702,28,25.1
19,K,09-12,CTT,Math,Integrated Algebra,-,935,36,26
19,K,09-12,CTT,Math,Geometry,-,238,9,26.4
19,K,09-12,CTT,Math,Algebra 2/Trig,-,198,8,24.8
19,K,09-12,CTT,Math,Other Math,-,233,9,25.9
19,K,09-12,CTT,Science,Living Environment,-,709,29,24.4
19,K,09-12,CTT,Science,Chemistry,-,63,2,31.5
19,K,09-12,CTT,Science,Physics,-,75,3,25
19,K,09-12,CTT,Science,Other Physical Sciences,-,75,3,25
19,K,09-12,CTT,Science,Other Science,-,653,25,26.1
19,K,09-12,CTT,Social Studies,Global History,-,923,37,24.9
19,K,09-12,CTT,Social Studies,United States History Accelerated,-,330,13,25.4
19,K,09-12,CTT,Social Studies,Participation in Government,-,159,6,26.5
19,K,09-12,CTT,Social Studies,Economics,-,101,4,25.3
19,K,09-12,CTT,Social Studies,Other Social Studies,-,187,8,23.4
19,K,09-12,SPEC ED,English,MS English Core,-,14,1,14
19,K,09-12,SPEC ED,English,English 9,-,70,7,10
19,K,09-12,SPEC ED,English,English 10,-,28,3,9.3
19,K,09-12,SPEC ED,English,English 11,-,45,4,11.3
19,K,09-12,SPEC ED,English,English 12,-,41,3,13.7
19,K,09-12,SPEC ED,Math,Integrated Algebra,-,90,9,10
19,K,09-12,SPEC ED,Math,Geometry,-,13,1,13
19,K,09-12,SPEC ED,Math,Algebra 2/Trig,-,41,4,10.3
19,K,09-12,SPEC ED,Math,Other Math,-,37,3,12.3
19,K,09-12,SPEC ED,Science,Living Environment,-,65,6,10.8
19,K,09-12,SPEC ED,Science,Chemistry,-,15,1,15
19,K,09-12,SPEC ED,Science,Other Science,-,80,7,11.4
19,K,09-12,SPEC ED,Social Studies,Global History,-,97,9,10.8
19,K,09-12,SPEC ED,Social Studies,United States History Accelerated,-,21,3,7
19,K,09-12,SPEC ED,Social Studies,Participation in Government,-,49,4,12.3
19,K,09-12,SPEC ED,Social Studies,Other Social Studies,-,16,1,16
19,K,0K-09,SPEC ED,-,-,12:1,233,24,9.7
19,K,0K-09,SPEC ED,-,-,12:1:1,953,91,10.5
19,K,0K-09,SPEC ED,-,-,8:1:1,8,1,8
19,K,MS Core,GEN ED,English,MS English Core,-,3605,136,26.5
19,K,MS Core,GEN ED,English,Other English,-,15,1,15
19,K,MS Core,GEN ED,Math,MS Math Core,-,3546,135,26.3
19,K,MS Core,GEN ED,Science,MS Science Core,-,3587,136,26.4
19,K,MS Core,GEN ED,Social Studies,MS Social Studies Core,-,3765,142,26.5
19,K,MS Core,CTT,English,MS English Core,-,1083,43,25.2
19,K,MS Core,CTT,English,Other English,-,15,1,15
19,K,MS Core,CTT,Math,MS Math Core,-,1114,44,25.3
19,K,MS Core,CTT,Science,MS Science Core,-,1045,41,25.5
19,K,MS Core,CTT,Social Studies,MS Social Studies Core,-,1015,41,24.8
19,K,MS Core,SPEC ED,English,MS English Core,-,350,38,9.2
19,K,MS Core,SPEC ED,Math,MS Math Core,-,342,37,9.2
19,K,MS Core,SPEC ED,Science,MS Science Core,-,344,37,9.3
19,K,MS Core,SPEC ED,Social Studies,MS Social Studies Core,-,332,36,9.2
19,K,MS Core,G&T,Math,Integrated Algebra,-,183,6,30.5
19,K,MS Core,G&T,Science,Living Environment,-,91,3,30.3
19,K,MS Core,G&T,Science,Other Science,-,35,1,35
20,K,0K,GEN ED,-,-,-,3054,123,24.8
20,K,0K,CTT,-,-,-,805,35,23
20,K,0K,G&T,-,-,-,232,10,23.2
20,K,01,GEN ED,-,-,-,3013,113,26.7
20,K,01,CTT,-,-,-,802,31,25.9
20,K,01,G&T,-,-,-,315,11,28.6
20,K,02,GEN ED,-,-,-,2995,112,26.7
20,K,02,CTT,-,-,-,724,28,25.9
20,K,02,G&T,-,-,-,346,12,28.8
20,K,03,GEN ED,-,-,-,2959,110,26.9
20,K,03,CTT,-,-,-,681,26,26.2
20,K,03,G&T,-,-,-,341,11,31
20,K,04,GEN ED,-,-,-,2619,93,28.2
20,K,04,CTT,-,-,-,825,30,27.5
20,K,04,G&T,-,-,-,288,10,28.8
20,K,05,GEN ED,-,-,-,2700,96,28.1
20,K,05,CTT,-,-,-,572,20,28.6
20,K,05,G&T,-,-,-,267,10,26.7
20,K,06,GEN ED,-,-,-,2912,106,27.5
20,K,06,CTT,-,-,-,651,24,27.1
20,K,07,GEN ED,-,-,-,2783,97,28.7
20,K,07,CTT,-,-,-,687,25,27.5
20,K,08,GEN ED,-,-,-,2827,101,28
20,K,08,CTT,-,-,-,553,20,27.7
20,K,09-12,GEN ED,English,MS English Core,-,303,10,30.3
20,K,09-12,GEN ED,English,English 9,-,1952,67,29.1
20,K,09-12,GEN ED,English,English 10,-,1914,63,30.4
20,K,09-12,GEN ED,English,English 11,-,1774,60,29.6
20,K,09-12,GEN ED,English,English 12,-,1635,54,30.3
20,K,09-12,GEN ED,English,Other English,-,5659,202,28
20,K,09-12,GEN ED,Math,Integrated Algebra,-,3092,104,29.7
20,K,09-12,GEN ED,Math,Geometry,-,2682,90,29.8
20,K,09-12,GEN ED,Math,Algebra 2/Trig,-,2342,78,30
20,K,09-12,GEN ED,Math,Other Math,-,1803,58,31.1
20,K,09-12,GEN ED,Science,Living Environment,-,3239,110,29.4
20,K,09-12,GEN ED,Science,Chemistry,-,2168,70,31
20,K,09-12,GEN ED,Science,Physics,-,945,30,31.5
20,K,09-12,GEN ED,Science,Other Physical Sciences,-,71,3,23.7
20,K,09-12,GEN ED,Science,Other Science,-,3112,104,29.9
20,K,09-12,GEN ED,Social Studies,Global History,-,5758,197,29.2
20,K,09-12,GEN ED,Social Studies,United States History Accelerated,-,2336,78,29.9
20,K,09-12,GEN ED,Social Studies,Participation in Government,-,1588,50,31.8
20,K,09-12,GEN ED,Social Studies,Economics,-,610,20,30.5
20,K,09-12,GEN ED,Social Studies,Other Social Studies,-,505,16,31.6
20,K,09-12,CTT,English,English 9,-,609,22,27.7
20,K,09-12,CTT,English,English 10,-,545,18,30.3
20,K,09-12,CTT,English,English 11,-,496,17,29.2
20,K,09-12,CTT,English,English 12,-,316,11,28.7
20,K,09-12,CTT,English,Other English,-,505,17,29.7
20,K,09-12,CTT,Math,Integrated Algebra,-,1179,40,29.5
20,K,09-12,CTT,Math,Geometry,-,527,18,29.3
20,K,09-12,CTT,Math,Algebra 2/Trig,-,59,2,29.5
20,K,09-12,CTT,Math,Other Math,-,187,6,31.2
20,K,09-12,CTT,Science,Living Environment,-,967,34,28.4
20,K,09-12,CTT,Science,Other Science,-,857,29,29.6
20,K,09-12,CTT,Social Studies,Global History,-,1310,45,29.1
20,K,09-12,CTT,Social Studies,United States History Accelerated,-,469,16,29.3
20,K,09-12,CTT,Social Studies,Participation in Government,-,322,11,29.3
20,K,09-12,CTT,Social Studies,Other Social Studies,-,68,2,34
20,K,09-12,SPEC ED,English,English 9,-,136,14,9.7
20,K,09-12,SPEC ED,English,English 10,-,124,10,12.4
20,K,09-12,SPEC ED,English,English 11,-,103,10,10.3
20,K,09-12,SPEC ED,English,English 12,-,67,7,9.6
20,K,09-12,SPEC ED,English,Other English,-,389,45,8.6
20,K,09-12,SPEC ED,Math,Integrated Algebra,-,390,30,13
20,K,09-12,SPEC ED,Math,Geometry,-,125,10,12.5
20,K,09-12,SPEC ED,Math,Algebra 2/Trig,-,25,2,12.5
20,K,09-12,SPEC ED,Math,Other Math,-,67,8,8.4
20,K,09-12,SPEC ED,Science,Living Environment,-,236,19,12.4
20,K,09-12,SPEC ED,Science,Other Physical Sciences,-,19,2,9.5
20,K,09-12,SPEC ED,Science,Other Science,-,326,28,11.6
20,K,09-12,SPEC ED,Social Studies,Global History,-,381,35,10.9
20,K,09-12,SPEC ED,Social Studies,United States History Accelerated,-,150,15,10
20,K,09-12,SPEC ED,Social Studies,Participation in Government,-,93,10,9.3
20,K,09-12,SPEC ED,Social Studies,Economics,-,14,2,7
20,K,09-12,SPEC ED,Social Studies,Other Social Studies,-,44,6,7.3
20,K,0K-09,SPEC ED,-,-,12:1,215,23,9.3
20,K,0K-09,SPEC ED,-,-,12:1:1,1040,102,10.2
20,K,MS Core,GEN ED,English,MS English Core,-,7997,292,27.4
20,K,MS Core,GEN ED,English,Other English,-,1016,51,19.9
20,K,MS Core,GEN ED,Math,MS Math Core,-,8012,293,27.3
20,K,MS Core,GEN ED,Science,MS Science Core,-,8337,303,27.5
20,K,MS Core,GEN ED,Social Studies,MS Social Studies Core,-,8664,314,27.6
20,K,MS Core,CTT,English,MS English Core,-,1622,61,26.6
20,K,MS Core,CTT,English,Other English,-,176,9,19.6
20,K,MS Core,CTT,Math,MS Math Core,-,1636,60,27.3
20,K,MS Core,CTT,Science,MS Science Core,-,1591,58,27.4
20,K,MS Core,CTT,Social Studies,MS Social Studies Core,-,1686,61,27.6
20,K,MS Core,SPEC ED,English,MS English Core,-,381,41,9.3
20,K,MS Core,SPEC ED,English,Other English,-,54,7,7.7
20,K,MS Core,SPEC ED,Math,MS Math Core,-,458,48,9.5
20,K,MS Core,SPEC ED,Science,MS Science Core,-,425,45,9.4
20,K,MS Core,SPEC ED,Social Studies,MS Social Studies Core,-,425,45,9.4
20,K,MS Core,G&T,Math,Integrated Algebra,-,986,35,28.2
20,K,MS Core,G&T,Science,Living Environment,-,433,15,28.9
20,K,MS Core,G&T,Science,Other Science,-,207,7,29.6
20,K,MS Core,G&T,Social Studies,United States History Accelerated,-,148,5,29.6
21,K,0K,GEN ED,-,-,-,1529,64,23.9
21,K,0K,CTT,-,-,-,492,21,23.4
21,K,0K,G&T,-,-,-,72,3,24
21,K,01,GEN ED,-,-,-,1519,58,26.2
21,K,01,CTT,-,-,-,527,21,25.1
21,K,01,G&T,-,-,-,86,3,28.7
21,K,02,GEN ED,-,-,-,1483,55,27
21,K,02,CTT,-,-,-,593,22,27
21,K,02,G&T,-,-,-,112,4,28
21,K,03,GEN ED,-,-,-,1307,49,26.7
21,K,03,CTT,-,-,-,595,22,27
21,K,03,G&T,-,-,-,90,3,30
21,K,04,GEN ED,-,-,-,1211,46,26.3
21,K,04,CTT,-,-,-,667,24,27.8
21,K,04,G&T,-,-,-,107,4,26.8
21,K,05,GEN ED,-,-,-,1224,47,26
21,K,05,CTT,-,-,-,579,21,27.6
21,K,05,G&T,-,-,-,79,3,26.3
21,K,06,GEN ED,-,-,-,1848,66,28
21,K,06,CTT,-,-,-,830,30,27.7
21,K,07,GEN ED,-,-,-,1585,57,27.8
21,K,07,CTT,-,-,-,1063,33,32.2
21,K,08,GEN ED,-,-,-,1915,69,27.8
21,K,08,CTT,-,-,-,729,26,28
21,K,09-12,GEN ED,English,MS English Core,-,190,9,21.1
21,K,09-12,GEN ED,English,English 9,-,2013,69,29.2
21,K,09-12,GEN ED,English,English 10,-,1939,68,28.5
21,K,09-12,GEN ED,English,English 11,-,1801,64,28.1
21,K,09-12,GEN ED,English,English 12,-,1924,67,28.7
21,K,09-12,GEN ED,English,Other English,-,2603,104,25
21,K,09-12,GEN ED,Math,Integrated Algebra,-,2201,80,27.5
21,K,09-12,GEN ED,Math,Geometry,-,2313,82,28.2
21,K,09-12,GEN ED,Math,Algebra 2/Trig,-,1886,65,29
21,K,09-12,GEN ED,Math,Other Math,-,2134,79,27
21,K,09-12,GEN ED,Science,Living Environment,-,2488,88,28.3
21,K,09-12,GEN ED,Science,Chemistry,-,1395,48,29.1
21,K,09-12,GEN ED,Science,Physics,-,721,29,24.9
21,K,09-12,GEN ED,Science,Other Physical Sciences,-,89,4,22.3
21,K,09-12,GEN ED,Science,Other Science,-,3688,138,26.7
21,K,09-12,GEN ED,Social Studies,Global History,-,3913,130,30.1
21,K,09-12,GEN ED,Social Studies,United States History Accelerated,-,2429,86,28.2
21,K,09-12,GEN ED,Social Studies,Participation in Government,-,1969,68,29
21,K,09-12,GEN ED,Social Studies,Economics,-,685,24,28.5
21,K,09-12,GEN ED,Social Studies,Other Social Studies,-,616,24,25.7
21,K,09-12,CTT,English,English 9,-,698,23,30.3
21,K,09-12,CTT,English,English 10,-,695,24,29
21,K,09-12,CTT,English,English 11,-,534,19,28.1
21,K,09-12,CTT,English,English 12,-,411,14,29.4
21,K,09-12,CTT,English,Other English,-,423,16,26.4
21,K,09-12,CTT,Math,Integrated Algebra,-,918,31,29.6
21,K,09-12,CTT,Math,Geometry,-,757,26,29.1
21,K,09-12,CTT,Math,Algebra 2/Trig,-,211,7,30.1
21,K,09-12,CTT,Math,Other Math,-,432,15,28.8
21,K,09-12,CTT,Science,Living Environment,-,861,29,29.7
21,K,09-12,CTT,Science,Chemistry,-,25,1,25
21,K,09-12,CTT,Science,Other Physical Sciences,-,109,4,27.3
21,K,09-12,CTT,Science,Other Science,-,1187,39,30.4
21,K,09-12,CTT,Social Studies,Global History,-,1329,46,28.9
21,K,09-12,CTT,Social Studies,United States History Accelerated,-,481,16,30.1
21,K,09-12,CTT,Social Studies,Participation in Government,-,469,17,27.6
21,K,09-12,CTT,Social Studies,Economics,-,15,1,15
21,K,09-12,CTT,Social Studies,Other Social Studies,-,116,4,29
21,K,09-12,SPEC ED,English,English 9,-,105,9,11.7
21,K,09-12,SPEC ED,English,English 10,-,108,8,13.5
21,K,09-12,SPEC ED,English,English 11,-,87,7,12.4
21,K,09-12,SPEC ED,English,English 12,-,80,6,13.3
21,K,09-12,SPEC ED,English,Other English,-,109,11,9.9
21,K,09-12,SPEC ED,Math,Integrated Algebra,-,221,17,13
21,K,09-12,SPEC ED,Math,Geometry,-,119,9,13.2
21,K,09-12,SPEC ED,Math,Other Math,-,137,11,12.5
21,K,09-12,SPEC ED,Science,Living Environment,-,185,15,12.3
21,K,09-12,SPEC ED,Science,Other Science,-,235,20,11.8
21,K,09-12,SPEC ED,Social Studies,Global History,-,180,13,13.8
21,K,09-12,SPEC ED,Social Studies,United States History Accelerated,-,89,8,11.1
21,K,09-12,SPEC ED,Social Studies,Participation in Government,-,87,6,14.5
21,K,09-12,SPEC ED,Social Studies,Other Social Studies,-,66,5,13.2
21,K,0K-09,SPEC ED,-,-,12:1,147,14,10.5
21,K,0K-09,SPEC ED,-,-,12:1:1,928,90,10.3
21,K,0K-09,SPEC ED,-,-,8:1:1,16,2,8
21,K,MS Core,GEN ED,English,MS English Core,-,5861,213,27.5
21,K,MS Core,GEN ED,English,Other English,-,294,17,17.3
21,K,MS Core,GEN ED,Math,MS Math Core,-,5262,185,28.4
21,K,MS Core,GEN ED,Science,MS Science Core,-,5368,195,27.5
21,K,MS Core,GEN ED,Social Studies,MS Social Studies Core,-,6445,227,28.4
21,K,MS Core,CTT,English,MS English Core,-,1786,64,27.9
21,K,MS Core,CTT,English,Other English,-,75,3,25
21,K,MS Core,CTT,Math,MS Math Core,-,1826,65,28.1
21,K,MS Core,CTT,Science,MS Science Core,-,1264,45,28.1
21,K,MS Core,CTT,Social Studies,MS Social Studies Core,-,1420,50,28.4
21,K,MS Core,SPEC ED,English,MS English Core,-,347,38,9.1
21,K,MS Core,SPEC ED,English,Other English,-,10,1,10
21,K,MS Core,SPEC ED,Math,MS Math Core,-,341,37,9.2
21,K,MS Core,SPEC ED,Science,MS Science Core,-,339,37,9.2
21,K,MS Core,SPEC ED,Social Studies,MS Social Studies Core,-,320,35,9.1
21,K,MS Core,G&T,English,MS English Core,-,201,6,33.5
21,K,MS Core,G&T,Math,Integrated Algebra,-,876,30,29.2
21,K,MS Core,G&T,Science,Living Environment,-,664,22,30.2
21,K,MS Core,G&T,Science,Other Science,-,302,11,27.5
21,K,MS Core,G&T,Social Studies,MS Social Studies Core,-,74,3,24.7
21,K,MS Core,G&T,Social Studies,United States History Accelerated,-,20,1,20
21,K,MS Core,G&T&ICT,Science,Living Environment,-,30,1,30
21,K,MS Core,G&T&ICT,Social Studies,MS Social Studies Core,-,27,1,27
22,K,0K,GEN ED,-,-,-,1871,83,22.5
22,K,0K,CTT,-,-,-,665,30,22.2
22,K,0K,G&T,-,-,-,115,5,23
22,K,01,GEN ED,-,-,-,2012,77,26.1
22,K,01,CTT,-,-,-,679,26,26.1
22,K,01,G&T,-,-,-,110,4,27.5
22,K,02,GEN ED,-,-,-,2059,76,27.1
22,K,02,CTT,-,-,-,727,28,26
22,K,02,G&T,-,-,-,113,4,28.3
22,K,03,GEN ED,-,-,-,1971,71,27.8
22,K,03,CTT,-,-,-,620,23,27
22,K,03,G&T,-,-,-,117,4,29.3
22,K,03,G&T&ICT,-,-,-,20,1,20
22,K,04,GEN ED,-,-,-,1737,62,28
22,K,04,CTT,-,-,-,724,26,27.8
22,K,04,G&T,-,-,-,178,6,29.7
22,K,05,GEN ED,-,-,-,1682,62,27.1
22,K,05,CTT,-,-,-,656,25,26.2
22,K,05,G&T,-,-,-,177,6,29.5
22,K,06,GEN ED,-,-,-,1335,46,29
22,K,06,CTT,-,-,-,610,23,26.5
22,K,07,GEN ED,-,-,-,1537,53,29
22,K,07,CTT,-,-,-,486,17,28.6
22,K,08,GEN ED,-,-,-,1611,54,29.8
22,K,08,CTT,-,-,-,525,19,27.6
22,K,09-12,GEN ED,English,MS English Core,-,231,10,23.1
22,K,09-12,GEN ED,English,English 9,-,1586,51,31.1
22,K,09-12,GEN ED,English,English 10,-,1729,53,32.6
22,K,09-12,GEN ED,English,English 11,-,2016,62,32.5
22,K,09-12,GEN ED,English,English 12,-,1786,56,31.9
22,K,09-12,GEN ED,English,Other English,-,1205,47,25.6
22,K,09-12,GEN ED,Math,Integrated Algebra,-,1367,45,30.4
22,K,09-12,GEN ED,Math,Geometry,-,2007,64,31.4
22,K,09-12,GEN ED,Math,Algebra 2/Trig,-,1877,59,31.8
22,K,09-12,GEN ED,Math,Other Math,-,2568,83,30.9
22,K,09-12,GEN ED,Science,Living Environment,-,1579,51,31
22,K,09-12,GEN ED,Science,Chemistry,-,1772,55,32.2
22,K,09-12,GEN ED,Science,Physics,-,1233,39,31.6
22,K,09-12,GEN ED,Science,Other Science,-,3405,111,30.7
22,K,09-12,GEN ED,Social Studies,Global History,-,4286,136,31.5
22,K,09-12,GEN ED,Social Studies,United States History Accelerated,-,1602,53,30.2
22,K,09-12,GEN ED,Social Studies,Participation in Government,-,1666,52,32
22,K,09-12,GEN ED,Social Studies,Economics,-,244,9,27.1
22,K,09-12,GEN ED,Social Studies,Other Social Studies,-,1128,35,32.2
22,K,09-12,CTT,English,MS English Core,-,85,4,21.3
22,K,09-12,CTT,English,English 9,-,451,14,32.2
22,K,09-12,CTT,English,English 10,-,336,11,30.5
22,K,09-12,CTT,English,English 11,-,335,11,30.5
22,K,09-12,CTT,English,English 12,-,248,8,31
22,K,09-12,CTT,English,Other English,-,133,5,26.6
22,K,09-12,CTT,Math,Integrated Algebra,-,713,25,28.5
22,K,09-12,CTT,Math,Geometry,-,254,8,31.8
22,K,09-12,CTT,Math,Algebra 2/Trig,-,87,3,29
22,K,09-12,CTT,Math,Other Math,-,303,10,30.3
22,K,09-12,CTT,Science,Living Environment,-,696,24,29
22,K,09-12,CTT,Science,Chemistry,-,96,3,32
22,K,09-12,CTT,Science,Physics,-,27,1,27
22,K,09-12,CTT,Science,Other Science,-,586,18,32.6
22,K,09-12,CTT,Social Studies,Global History,-,1025,34,30.1
22,K,09-12,CTT,Social Studies,United States History Accelerated,-,210,7,30
22,K,09-12,CTT,Social Studies,Participation in Government,-,215,7,30.7
22,K,09-12,CTT,Social Studies,Other Social Studies,-,107,4,26.8
22,K,09-12,SPEC ED,English,English 9,-,50,4,12.5
22,K,09-12,SPEC ED,English,English 10,-,29,2,14.5
22,K,09-12,SPEC ED,English,English 11,-,45,4,11.3
22,K,09-12,SPEC ED,English,English 12,-,32,3,10.7
22,K,09-12,SPEC ED,English,Other English,-,6,1,6
22,K,09-12,SPEC ED,Math,Integrated Algebra,-,112,8,14
22,K,09-12,SPEC ED,Math,Geometry,-,15,1,15
22,K,09-12,SPEC ED,Math,Other Math,-,35,3,11.7
22,K,09-12,SPEC ED,Science,Living Environment,-,113,9,12.6
22,K,09-12,SPEC ED,Science,Other Science,-,34,4,8.5
22,K,09-12,SPEC ED,Social Studies,Global History,-,138,12,11.5
22,K,09-12,SPEC ED,Social Studies,United States History Accelerated,-,27,2,13.5
22,K,09-12,SPEC ED,Social Studies,Participation in Government,-,19,2,9.5
22,K,0K-09,SPEC ED,-,-,12:1,170,16,10.6
22,K,0K-09,SPEC ED,-,-,12:1:1,992,93,10.7
22,K,MS Core,GEN ED,English,MS English Core,-,4558,156,29.2
22,K,MS Core,GEN ED,English,Other English,-,151,8,18.9
22,K,MS Core,GEN ED,Math,MS Math Core,-,4098,142,28.9
22,K,MS Core,GEN ED,Science,MS Science Core,-,4293,150,28.6
22,K,MS Core,GEN ED,Social Studies,MS Social Studies Core,-,4887,168,29.1
22,K,MS Core,CTT,English,MS English Core,-,1474,53,27.8
22,K,MS Core,CTT,English,Other English,-,71,4,17.8
22,K,MS Core,CTT,Math,MS Math Core,-,1473,53,27.8
22,K,MS Core,CTT,Science,MS Science Core,-,1173,42,27.9
22,K,MS Core,CTT,Social Studies,MS Social Studies Core,-,1178,43,27.4
22,K,MS Core,SPEC ED,English,MS English Core,-,341,34,10
22,K,MS Core,SPEC ED,English,Other English,-,13,2,6.5
22,K,MS Core,SPEC ED,Math,MS Math Core,-,341,34,10
22,K,MS Core,SPEC ED,Science,MS Science Core,-,269,28,9.6
22,K,MS Core,SPEC ED,Social Studies,MS Social Studies Core,-,307,32,9.6
22,K,MS Core,G&T,English,MS English Core,-,56,2,28
22,K,MS Core,G&T,Math,MS Math Core,-,56,2,28
22,K,MS Core,G&T,Math,Integrated Algebra,-,607,20,30.4
22,K,MS Core,G&T,Science,MS Science Core,-,56,2,28
22,K,MS Core,G&T,Science,Living Environment,-,349,12,29.1
22,K,MS Core,G&T,Science,Other Science,-,266,8,33.3
22,K,MS Core,G&T,Social Studies,MS Social Studies Core,-,56,2,28
22,K,MS Core,G&T&ICT,English,MS English Core,-,28,1,28
22,K,MS Core,G&T&ICT,Math,MS Math Core,-,28,1,28
22,K,MS Core,G&T&ICT,Science,MS Science Core,-,28,1,28
22,K,MS Core,G&T&ICT,Social Studies,MS Social Studies Core,-,28,1,28
23,K,0K,GEN ED,-,-,-,621,28,22.2
23,K,0K,CTT,-,-,-,134,6,22.3
23,K,01,GEN ED,-,-,-,596,25,23.8
23,K,01,CTT,-,-,-,144,6,24
23,K,02,GEN ED,-,-,-,595,27,22
23,K,02,CTT,-,-,-,146,6,24.3
23,K,03,GEN ED,-,-,-,517,21,24.6
23,K,03,CTT,-,-,-,145,7,20.7
23,K,04,GEN ED,-,-,-,463,19,24.4
23,K,04,CTT,-,-,-,219,8,27.4
23,K,05,GEN ED,-,-,-,472,21,22.5
23,K,05,CTT,-,-,-,189,8,23.6
23,K,06,GEN ED,-,-,-,559,26,21.5
23,K,06,CTT,-,-,-,232,12,19.3
23,K,07,GEN ED,-,-,-,654,27,24.2
23,K,07,CTT,-,-,-,244,11,22.2
23,K,08,GEN ED,-,-,-,735,32,23
23,K,08,CTT,-,-,-,179,9,19.9
23,K,09-12,GEN ED,English,MS English Core,-,261,16,16.3
23,K,09-12,GEN ED,English,English 9,-,186,9,20.7
23,K,09-12,GEN ED,English,English 10,-,186,8,23.3
23,K,09-12,GEN ED,English,English 11,-,273,12,22.8
23,K,09-12,GEN ED,English,English 12,-,211,9,23.4
23,K,09-12,GEN ED,English,Other English,-,542,25,21.7
23,K,09-12,GEN ED,Math,Integrated Algebra,-,394,19,20.7
23,K,09-12,GEN ED,Math,Geometry,-,290,13,22.3
23,K,09-12,GEN ED,Math,Algebra 2/Trig,-,382,22,17.4
23,K,09-12,GEN ED,Math,Other Math,-,314,15,20.9
23,K,09-12,GEN ED,Science,Living Environment,-,387,19,20.4
23,K,09-12,GEN ED,Science,Chemistry,-,146,6,24.3
23,K,09-12,GEN ED,Science,Physics,-,32,2,16
23,K,09-12,GEN ED,Science,Other Physical Sciences,-,208,8,26
23,K,09-12,GEN ED,Science,Other Science,-,479,23,20.8
23,K,09-12,GEN ED,Social Studies,Global History,-,527,25,21.1
23,K,09-12,GEN ED,Social Studies,United States History Accelerated,-,372,17,21.9
23,K,09-12,GEN ED,Social Studies,Participation in Government,-,168,8,21
23,K,09-12,GEN ED,Social Studies,Economics,-,173,7,24.7
23,K,09-12,GEN ED,Social Studies,Other Social Studies,-,290,15,19.3
23,K,09-12,CTT,English,MS English Core,-,62,3,20.7
23,K,09-12,CTT,English,English 9,-,129,5,25.8
23,K,09-12,CTT,English,English 10,-,132,6,22
23,K,09-12,CTT,English,English 11,-,51,3,17
23,K,09-12,CTT,English,English 12,-,59,3,19.7
23,K,09-12,CTT,English,Other English,-,108,5,21.6
23,K,09-12,CTT,Math,Integrated Algebra,-,191,7,27.3
23,K,09-12,CTT,Math,Geometry,-,65,3,21.7
23,K,09-12,CTT,Math,Algebra 2/Trig,-,14,1,14
23,K,09-12,CTT,Math,Other Math,-,116,4,29
23,K,09-12,CTT,Science,Living Environment,-,197,7,28.1
23,K,09-12,CTT,Science,Other Physical Sciences,-,121,5,24.2
23,K,09-12,CTT,Science,Other Science,-,313,13,24.1
23,K,09-12,CTT,Social Studies,Global History,-,308,13,23.7
23,K,09-12,CTT,Social Studies,United States History Accelerated,-,163,7,23.3
23,K,09-12,CTT,Social Studies,Participation in Government,-,86,3,28.7
23,K,09-12,CTT,Social Studies,Economics,-,31,1,31
23,K,09-12,CTT,Social Studies,Other Social Studies,-,189,6,31.5
23,K,09-12,SPEC ED,English,English 9,-,7,1,7
23,K,09-12,SPEC ED,English,English 10,-,17,2,8.5
23,K,09-12,SPEC ED,English,English 11,-,19,2,9.5
23,K,09-12,SPEC ED,Math,Integrated Algebra,-,33,3,11
23,K,09-12,SPEC ED,Math,Geometry,-,11,1,11
23,K,09-12,SPEC ED,Science,Other Science,-,28,2,14
23,K,09-12,SPEC ED,Social Studies,Global History,-,17,2,8.5
23,K,0K-09,SPEC ED,-,-,12:1,221,22,10
23,K,0K-09,SPEC ED,-,-,12:1:1,544,57,9.5
23,K,MS Core,GEN ED,English,MS English Core,-,2097,94,22.3
23,K,MS Core,GEN ED,Math,MS Math Core,-,2158,97,22.2
23,K,MS Core,GEN ED,Science,MS Science Core,-,2292,105,21.8
23,K,MS Core,GEN ED,Social Studies,MS Social Studies Core,-,2166,99,21.9
23,K,MS Core,CTT,English,MS English Core,-,399,19,21
23,K,MS Core,CTT,Math,MS Math Core,-,447,21,21.3
23,K,MS Core,CTT,Science,MS Science Core,-,324,16,20.3
